0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,340.04347826086956,340.04347826086956,0.0,324.5869565217391,340.04347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.30434782608697,234.7826086956522,0.0,200.0,234.7826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,340.04347826086956,340.04347826086956,340.04347826086956,0.0,340.04347826086956,340.04347826086956,0.0,355.5,0.0,0.0,355.5,0.0,0.0,0.0,0.0,200.0,200.0,234.7826086956522,0.0,208.69565217391303,234.7826086956522,0.0,243.47826086956522,0.0,0.0,243.47826086956522,0.0,0.0,0.0
0.0,340.04347826086956,324.5869565217391,340.04347826086956,0.0,324.5869565217391,340.04347826086956,0.0,355.5,0.0,0.0,355.5,0.0,0.0,0.0,0.0,200.0,226.08695652173913,234.7826086956522,0.0,234.7826086956522,234.7826086956522,0.0,243.47826086956522,0.0,0.0,243.47826086956522,0.0,0.0,0.0
0.0,340.04347826086956,340.04347826086956,340.04347826086956,0.0,340.04347826086956,355.5,0.0,340.04347826086956,0.0,0.0,340.04347826086956,0.0,0.0,340.04347826086956,0.0,200.0,200.0,226.08695652173913,0.0,208.69565217391303,234.7826086956522,0.0,260.8695652173913,0.0,0.0,260.8695652173913,0.0,0.0,234.7826086956522
0.0,340.04347826086956,340.04347826086956,340.04347826086956,0.0,340.04347826086956,355.5,0.0,340.04347826086956,0.0,0.0,340.04347826086956,0.0,0.0,340.04347826086956,0.0,200.0,200.0,226.08695652173913,0.0,208.69565217391303,234.7826086956522,0.0,252.17391304347825,0.0,0.0,260.8695652173913,0.0,0.0,234.7826086956522
355.5,340.04347826086956,340.04347826086956,324.5869565217391,0.0,340.04347826086956,355.5,0.0,340.04347826086956,355.5,0.0,340.04347826086956,355.5,0.0,340.04347826086956,165.2173913043478,200.0,200.0,234.7826086956522,0.0,200.0,252.17391304347825,0.0,260.8695652173913,304.3478260869565,0.0,260.8695652173913,304.3478260869565,0.0,234.7826086956522
355.5,340.04347826086956,340.04347826086956,324.5869565217391,0.0,340.04347826086956,355.5,0.0,340.04347826086956,355.5,0.0,340.04347826086956,355.5,0.0,340.04347826086956,165.2173913043478,200.0,191.30434782608697,234.7826086956522,0.0,191.30434782608697,226.08695652173913,0.0,252.17391304347825,295.6521739130435,0.0,252.17391304347825,295.6521739130435,0.0,226.08695652173913
355.5,340.04347826086956,340.04347826086956,340.04347826086956,0.0,340.04347826086956,386.4130434782609,0.0,340.04347826086956,324.5869565217391,309.1304347826087,340.04347826086956,355.5,0.0,340.04347826086956,165.2173913043478,200.0,191.30434782608697,208.69565217391303,0.0,191.30434782608697,217.3913043478261,0.0,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,0.0,226.08695652173913
355.5,340.04347826086956,340.04347826086956,340.04347826086956,0.0,340.04347826086956,370.95652173913044,0.0,340.04347826086956,324.5869565217391,309.1304347826087,340.04347826086956,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,191.30434782608697,208.69565217391303,0.0,200.0,234.7826086956522,0.0,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,340.04347826086956,0.0,340.04347826086956,355.5,0.0,340.04347826086956,340.04347826086956,309.1304347826087,340.04347826086956,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,208.69565217391303,0.0,200.0,234.7826086956522,0.0,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,340.04347826086956,0.0,340.04347826086956,355.5,0.0,340.04347826086956,340.04347826086956,309.1304347826087,340.04347826086956,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,208.69565217391303,0.0,200.0,226.08695652173913,0.0,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,340.04347826086956,370.95652173913044,355.5,355.5,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,340.04347826086956,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,234.7826086956522,260.8695652173913,200.0,234.7826086956522,260.8695652173913,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,234.7826086956522
340.04347826086956,340.04347826086956,340.04347826086956,340.04347826086956,370.95652173913044,355.5,340.04347826086956,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,208.69565217391303,260.8695652173913,200.0,165.2173913043478,260.8695652173913,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
340.04347826086956,340.04347826086956,340.04347826086956,340.04347826086956,370.95652173913044,355.5,355.5,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,340.04347826086956,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,226.08695652173913,260.8695652173913,200.0,234.7826086956522,260.8695652173913,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,234.7826086956522
355.5,340.04347826086956,340.04347826086956,355.5,370.95652173913044,355.5,340.04347826086956,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,340.04347826086956,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,191.30434782608697,200.0,260.8695652173913,200.0,165.2173913043478,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,355.5,370.95652173913044,355.5,355.5,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,340.04347826086956,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,191.30434782608697,200.0,260.8695652173913,200.0,234.7826086956522,260.8695652173913,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,355.5,340.04347826086956,355.5,340.04347826086956,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,200.0,165.2173913043478,200.0,173.91304347826087,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,355.5,370.95652173913044,355.5,370.95652173913044,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,191.30434782608697,200.0,260.8695652173913,200.0,234.7826086956522,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,355.5,370.95652173913044,340.04347826086956,370.95652173913044,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,191.30434782608697,200.0,260.8695652173913,200.0,234.7826086956522,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,252.17391304347825,304.3478260869565,347.82608695652175,226.08695652173913
355.5,340.04347826086956,340.04347826086956,340.04347826086956,370.95652173913044,340.04347826086956,355.5,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,191.30434782608697,208.69565217391303,252.17391304347825,200.0,208.69565217391303,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,252.17391304347825,304.3478260869565,347.82608695652175,226.08695652173913
340.04347826086956,355.5,340.04347826086956,355.5,370.95652173913044,355.5,370.95652173913044,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,191.30434782608697,191.30434782608697,200.0,260.8695652173913,200.0,234.7826086956522,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,252.17391304347825,304.3478260869565,347.82608695652175,226.08695652173913
340.04347826086956,340.04347826086956,340.04347826086956,340.04347826086956,370.95652173913044,340.04347826086956,340.04347826086956,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,208.69565217391303,252.17391304347825,200.0,173.91304347826087,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
340.04347826086956,340.04347826086956,340.04347826086956,324.5869565217391,370.95652173913044,355.5,370.95652173913044,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,234.7826086956522,260.8695652173913,200.0,234.7826086956522,260.8695652173913,260.8695652173913,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
340.04347826086956,340.04347826086956,340.04347826086956,355.5,370.95652173913044,355.5,355.5,370.95652173913044,340.04347826086956,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,200.0,260.8695652173913,200.0,234.7826086956522,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
340.04347826086956,340.04347826086956,340.04347826086956,340.04347826086956,370.95652173913044,355.5,370.95652173913044,370.95652173913044,324.5869565217391,324.5869565217391,309.1304347826087,355.5,355.5,370.95652173913044,340.04347826086956,165.2173913043478,200.0,200.0,234.7826086956522,260.8695652173913,200.0,234.7826086956522,260.8695652173913,252.17391304347825,304.3478260869565,347.82608695652175,260.8695652173913,304.3478260869565,347.82608695652175,226.08695652173913
